id,title,description,category
418349,phone is dereferenced before oom check in AffixMgr::parse_phonetable,phone is dereferenced before oom check in AffixMgr::parse_phonetable,Crash/Error
639858,ES5 getters/setters are ridiculously slow,ES5 getters/setters are ridiculously slow,Performance Issue
337855,Bookmarks menu painfully slow with Places build,Bookmarks menu painfully slow with Places build,Performance Issue
451680,XSS by attaching a binding to an element in an unloaded document,XSS by attaching a binding to an element in an unloaded document,Security Vulnerability
645491,Very-very slow mark files with a large number of directories. To 5-10 seconds on one file.,Very-very slow mark files with a large number of directories. To 5-10 seconds on one file.,Performance Issue
737273,drag feedback for input with placeholder showing has placeholder color,drag feedback for input with placeholder showing has placeholder color,UI Bug
423130,"Inconsistent layout with padding, removing RLM","Inconsistent layout with padding, removing RLM",UI Bug
221743,Save Actions preference page layout is smushed,Save Actions preference page layout is smushed,UI Bug
443976,Support unicode-range: descriptor in @font-face parser,Support unicode-range: descriptor in @font-face parser,UI Bug
278467,[doc] Remove Next/Prev Thread feature from the What's New page in Workbench User's Guide,[doc] Remove Next/Prev Thread feature from the What's New page in Workbench User's Guide,Feature Request
465633,Ship a better monospaced font for plain text email messages,Ship a better monospaced font for plain text email messages,UI Bug
657158,Request email headers for attachment containing newline are corrupt,Request email headers for attachment containing newline are corrupt,Feature Request
552294,OOPP browser-side crashes [@ RtlEnterCriticalSection ] inside mozilla::plugins::PluginModuleParent::CleanupFromTimeout,OOPP browser-side crashes [@ RtlEnterCriticalSection ] inside mozilla::plugins::PluginModuleParent::CleanupFromTimeout,Crash/Error
207257,[search] SearchEngine returns incorrectly typed SearchMatch when searching for local variable declarations,[search] SearchEngine returns incorrectly typed SearchMatch when searching for local variable declarations,Configuration Error
792037,idle-daily delay wait may be too long for Metro tablets,idle-daily delay wait may be too long for Metro tablets,Performance Issue
608021,Crashes based in nsFrameMessageManager::ReceiveMessage,Crashes based in nsFrameMessageManager::ReceiveMessage,Crash/Error
694084,Showing/hiding the conditional forward button resizes the search bar in a new profile (when the url/search bar splitter hasn't been used),Showing/hiding the conditional forward button resizes the search bar in a new profile (when the url/search bar splitter hasn't been used),UI Bug
780173,"The ""connect"" button of the ""Show Accounts"" dialog stays disabled after disconnecting an IRC account","The ""connect"" button of the ""Show Accounts"" dialog stays disabled after disconnecting an IRC account",UI Bug
773847,Selecting to capture a picture for getUserMedia test page fails with an exception thrown on startMedia line 139,Selecting to capture a picture for getUserMedia test page fails with an exception thrown on startMedia line 139,Crash/Error
687865,Line insertion in scratchpad with very long lines is slow,Line insertion in scratchpad with very long lines is slow,Performance Issue
328554,Refactor move method causes unhandled exception error,Refactor move method causes unhandled exception error,Crash/Error
448767,[Mac] Allow themes to differentiate between Blue and Graphite system appearance color / Add -moz-system-metric(mac-graphite-theme),[Mac] Allow themes to differentiate between Blue and Graphite system appearance color / Add -moz-system-metric(mac-graphite-theme),UI Bug
772630,JS Profile feature crash if used on startup,JS Profile feature crash if used on startup,Feature Request
329869,Dynamically loaded scripts don't degrade security state,Dynamically loaded scripts don't degrade security state,Security Vulnerability
593339,Use taskbar feedback color for app tabs title changes notifications,Use taskbar feedback color for app tabs title changes notifications,UI Bug
800854,Intermittent browser_bug400731.js | Ignore warning button should be present for malware (and several more),Intermittent browser_bug400731.js | Ignore warning button should be present for malware (and several more),UI Bug
683140,TI: breaks layout of Jira dashboard,TI: breaks layout of Jira dashboard,UI Bug
760131,Quickstub argument unwrapping fails for security-wrapped list proxy and paris binding objects,Quickstub argument unwrapping fails for security-wrapped list proxy and paris binding objects,Security Vulnerability
732095,Proportional thumb button in Gonk scrollbars,Proportional thumb button in Gonk scrollbars,UI Bug
661867,IonMonkey: Fix null pointer deref in MUseIterator when last element of use chain is removed during iteration,IonMonkey: Fix null pointer deref in MUseIterator when last element of use chain is removed during iteration,Crash/Error
335382,WebKitGTK can now throw exception with SWT.WEBKIT style,WebKitGTK can now throw exception with SWT.WEBKIT style,Crash/Error
184669,(new) keys preference page layout problems,(new) keys preference page layout problems,UI Bug
479634,Multiple declarations of loop variable in tabbrowser.xml,Multiple declarations of loop variable in tabbrowser.xml,Configuration Error
803665,convert nsGlobalWindow's timeout list to use mozilla::LinkedList,convert nsGlobalWindow's timeout list to use mozilla::LinkedList,Performance Issue
483330,Session restore flushes layout on save; affects page performance,Session restore flushes layout on save; affects page performance,UI Bug
608162,about:home submit button is jacked up,about:home submit button is jacked up,UI Bug
356138,Cookie button in status bar and so on not compatible with Fx 2.0,Cookie button in status bar and so on not compatible with Fx 2.0,UI Bug
183798,RCP Custom layout causes NPE on startup in 3.3M6,RCP Custom layout causes NPE on startup in 3.3M6,UI Bug
397831,-tprender option in pageloader should limit output to render data.,-tprender option in pageloader should limit output to render data.,UI Bug
410672,"""Manage Search Engines..."" menu entry is misaligned","""Manage Search Engines..."" menu entry is misaligned",UI Bug
340361,"Variable ""afflst"" leaked in half a dozen early returns from AffixMgr::parse_file(const char *)","Variable ""afflst"" leaked in half a dozen early returns from AffixMgr::parse_file(const char *)",Configuration Error
803394,Implement color conversion routine used by Sony Ericsson devices to enable hardware acceleration on Android,Implement color conversion routine used by Sony Ericsson devices to enable hardware acceleration on Android,UI Bug
786667,we render content behind the B2G lockscreen,we render content behind the B2G lockscreen,UI Bug
430979,cairo-quartz-font leaks CGFonts,cairo-quartz-font leaks CGFonts,UI Bug
582152,JM: Sync earlier to avoid load stalls on doubles,JM: Sync earlier to avoid load stalls on doubles,Data Inconsistency
169166,JUnit does not report failure when a test fails if the exception thrown by the test fails itself in getMessage(),JUnit does not report failure when a test fails if the exception thrown by the test fails itself in getMessage(),Crash/Error
645376,"[Mac only] when there are graphics blocklist entries, what is blocked depends on uninitialized variable on stack","[Mac only] when there are graphics blocklist entries, what is blocked depends on uninitialized variable on stack",Configuration Error
747264,don't sync smoothScroll/autoFill/newtabpage.enabled prefs,don't sync smoothScroll/autoFill/newtabpage.enabled prefs,Data Inconsistency
415040,[UI] Back button image aliasing broken.,[UI] Back button image aliasing broken.,UI Bug
311853,Maximize and Minimizing views causes nullpointer exception,Maximize and Minimizing views causes nullpointer exception,Crash/Error
282854,Add an import/export from file button to the Paths and Symbols page,Add an import/export from file button to the Paths and Symbols page,UI Bug
494225,"""ASSERTION: non-opaque color property cannot be stringified"" after removing","""ASSERTION: non-opaque color property cannot be stringified"" after removing",UI Bug
415350,Right drop down button remains pressed if there aren't saved addresses,Right drop down button remains pressed if there aren't saved addresses,UI Bug
145083,radio button label should be plural,radio button label should be plural,UI Bug
135879,[Model Sync] Wrong message on sync,[Model Sync] Wrong message on sync,Data Inconsistency
379123,Using one Filter fails to render circles,Using one Filter fails to render circles,UI Bug
611396,"StartupCache.cpp has 3 ""warning: unused variable 'rv'""","StartupCache.cpp has 3 ""warning: unused variable 'rv'""",Configuration Error
707678,DryIce destDir feature not working,DryIce destDir feature not working,Feature Request
578968,'All tabs'-button hover state isn't cleared when moving mouse up to the window close button,'All tabs'-button hover state isn't cleared when moving mouse up to the window close button,UI Bug
297477,Shell#setDefaultButton() does not save the default button under certain circumstances,Shell#setDefaultButton() does not save the default button under certain circumstances,UI Bug
